Method,File_name,File_size,Chunks_sent,Transmission_time,Energy_for_transmission,Compression_encryption_time,Energy_for_compression_encryption
VAE,0001v,1016,5,5.02,1.56,9.35,3.91
VAE,0002v,1016,5,5.02,1.52,9.74,4.01
VAE,0003v,1016,5,5.02,1.53,10.11,4.37
VAE,0004v,1016,5,5.02,1.55,9.09,3.83
VAE,0005v,1017,5,5.02,1.55,8.97,3.83
VAE,0006v,1015,5,5.02,1.55,9.05,3.83
VAE,0007v,1016,5,5.02,1.53,9.20,3.87
VAE,0008v,1015,5,5.02,1.53,9.27,3.93
VAE,0009v,1014,5,5.03,1.54,9.09,3.87
VAE,0010v,1016,5,5.02,1.56,8.99,3.87
VAE,0011v,1016,5,5.03,1.55,9.17,3.90
VAE,0012v,1017,5,5.03,1.55,9.34,3.96
VAE,0013v,1016,5,5.03,1.58,9.12,3.88
VAE,0014v,1017,5,5.03,1.58,9.06,3.89
VAE,0015v,1015,5,5.03,1.58,9.84,4.18
VAE,0016v,1016,5,5.03,1.56,9.29,3.96
VAE,0017v,1016,5,5.02,1.54,9.43,4.01
VAE,0018v,1015,5,5.03,1.58,8.94,3.85
VAE,0019v,1016,5,5.03,1.58,8.94,3.82
VAE,0020v,1015,5,5.03,1.55,9.47,4.02
VAE,0021v,1017,5,5.03,1.55,9.16,3.92
VAE,0022v,1016,5,5.03,1.57,9.37,4.00
VAE,0023v,1015,5,5.03,1.59,8.95,3.84
VAE,0024v,1016,5,5.03,1.56,9.37,3.99
VAE,0025v,1017,5,5.03,1.57,9.44,4.01
VAE,0026v,1015,5,5.04,1.59,9.19,3.91
VAE,0027v,1018,5,5.03,1.59,8.97,3.85
VAE,0028v,1017,5,5.03,1.57,9.61,4.06
VAE,0029v,1017,5,5.03,1.55,9.35,3.99
VAE,0030v,1015,5,5.03,1.56,9.34,3.99
VAE,0031v,1016,5,5.03,1.59,9.09,3.90
VAE,0032v,1017,5,5.03,1.57,9.36,3.99
VAE,0033v,1017,5,5.04,1.58,9.60,4.09
VAE,0034v,1015,5,5.05,1.60,9.41,3.99
VAE,0035v,1015,5,5.04,1.60,9.11,3.89
VAE,0036v,1014,5,5.06,1.60,9.35,3.97
VAE,0037v,1015,5,5.04,1.56,9.48,4.04
VAE,0038v,1016,5,5.05,1.57,9.59,4.09
VAE,0039v,1017,5,5.03,1.58,9.04,3.90
VAE,0040v,1015,5,5.04,1.58,9.40,4.01
VAE,0041v,1018,5,5.04,1.59,9.51,4.03
VAE,0042v,1017,5,5.04,1.58,9.35,3.98
VAE,0043v,1015,5,5.03,1.58,9.34,4.01
VAE,0044v,1016,5,5.04,1.58,9.32,3.98
VAE,0045v,1016,5,5.03,1.55,9.36,3.99
VAE,0046v,1016,5,5.04,1.57,9.44,4.01
VAE,0047v,1016,5,5.03,1.59,9.16,3.93
VAE,0048v,1017,5,5.04,1.59,9.44,4.02
VAE,0049v,1016,5,5.03,1.57,9.42,4.00
VAE,0050v,1017,5,5.03,1.56,9.50,4.03
VAE,0051v,1017,5,5.04,1.57,9.39,4.02
VAE,0052v,1017,5,5.03,1.57,9.31,3.96
VAE,0053v,1016,5,5.04,1.58,9.61,4.09
VAE,0054v,1017,5,5.05,1.60,9.40,3.99
VAE,0055v,1017,5,5.04,1.60,9.21,3.93
VAE,0056v,1016,5,5.05,1.59,9.37,3.99
VAE,0057v,1016,5,5.03,1.57,9.33,3.98
VAE,0058v,1017,5,5.03,1.56,9.38,3.99
VAE,0059v,1016,5,5.04,1.60,9.52,4.05
VAE,0060v,1017,5,5.05,1.59,8.98,3.85
VAE,0061v,1017,5,5.03,1.58,9.47,4.03
VAE,0062v,1016,5,5.04,1.59,9.40,3.98
VAE,0063v,1016,5,5.03,1.59,9.32,3.97
VAE,0064v,1015,5,5.03,1.58,9.20,3.93
VAE,0065v,1016,5,5.04,1.56,9.43,4.03
VAE,0066v,1017,5,5.04,1.56,9.60,4.08
VAE,0067v,1016,5,5.04,1.61,9.33,3.97
VAE,0068v,1016,5,5.04,1.60,9.10,3.89
VAE,0069v,1014,5,5.03,1.59,9.46,4.01
VAE,0070v,1016,5,5.03,1.57,9.33,3.96
VAE,0071v,1016,5,5.04,1.58,9.48,4.04
VAE,0072v,1016,5,5.05,1.59,9.04,3.88
VAE,0073v,1018,5,5.04,1.56,9.43,4.02
VAE,0074v,1016,5,5.03,1.57,9.66,4.10
VAE,0075v,1016,5,5.03,1.59,9.29,3.95
VAE,0076v,1016,5,5.04,1.60,9.36,3.97
VAE,0077v,1015,5,5.04,1.58,9.53,4.05
VAE,0078v,1016,5,5.04,1.57,9.46,4.06
VAE,0079v,1017,5,5.03,1.59,9.55,4.10
VAE,0080v,1017,5,5.04,1.59,9.01,3.89
VAE,0081v,1015,5,5.03,1.58,9.70,4.13
VAE,0082v,1016,5,5.04,1.60,9.35,4.01
VAE,0083v,1017,5,5.03,1.58,9.31,4.00
VAE,0084v,1016,5,5.03,1.59,9.28,4.03
VAE,0085v,1015,5,5.04,1.59,9.59,4.10
VAE,0086v,1016,5,5.03,1.57,9.31,4.01
VAE,0087v,1017,5,5.03,1.59,9.42,4.04
VAE,0088v,1016,5,5.04,1.60,9.10,3.90
VAE,0089v,1016,5,5.05,1.57,9.78,4.14
VAE,0090v,1017,5,5.04,1.58,9.29,4.01
VAE,0091v,1016,5,5.03,1.57,9.28,3.98
VAE,0092v,1016,5,5.04,1.58,9.23,3.97
VAE,0093v,1016,5,5.03,1.57,9.43,4.01
VAE,0094v,1016,5,5.03,1.58,9.44,4.03
VAE,0095v,1016,5,5.03,1.60,9.20,3.88
VAE,0096v,1015,5,5.03,1.59,8.90,3.82
VAE,0097v,1014,5,5.02,1.58,9.37,3.98
VAE,0098v,1017,5,5.03,1.58,9.41,4.01
VAE,0099v,1016,5,5.03,1.56,9.29,3.96
VAE,0100v,1017,5,5.02,1.58,9.29,3.99
ChaCha20,0101c,1032,5,5.02,1.54,9.44,3.93
ChaCha20,0102c,1033,5,5.02,1.58,9.16,3.87
ChaCha20,0103c,1032,5,5.02,1.57,8.97,3.81
ChaCha20,0104c,1031,5,5.02,1.54,9.64,4.08
ChaCha20,0105c,1032,5,5.02,1.55,9.42,3.99
ChaCha20,0106c,1031,5,5.02,1.58,9.37,3.98
ChaCha20,0107c,1032,5,5.02,1.58,9.08,3.85
ChaCha20,0108c,1032,5,5.02,1.57,9.52,4.03
ChaCha20,0109c,1031,5,5.02,1.57,9.39,3.98
ChaCha20,0110c,1032,5,5.03,1.57,9.36,3.98
ChaCha20,0111c,1032,5,5.02,1.57,9.42,4.00
ChaCha20,0112c,1033,5,5.03,1.55,9.48,4.01
ChaCha20,0113c,1031,5,5.03,1.56,9.55,4.05
ChaCha20,0114c,1031,5,5.03,1.60,9.35,3.95
ChaCha20,0115c,1032,5,5.03,1.59,9.23,3.91
ChaCha20,0116c,1032,5,5.03,1.55,9.74,4.14
ChaCha20,0117c,1033,5,5.03,1.56,9.50,4.02
ChaCha20,0118c,1031,5,5.03,1.59,9.67,4.10
ChaCha20,0119c,1031,5,5.03,1.60,9.45,4.00
ChaCha20,0120c,1031,5,5.04,1.56,9.62,4.08
ChaCha20,0121c,1031,5,5.03,1.57,9.84,4.16
ChaCha20,0122c,1032,5,5.04,1.61,9.27,3.96
ChaCha20,0123c,1033,5,5.05,1.58,9.65,4.08
ChaCha20,0124c,1033,5,5.04,1.55,9.86,4.17
ChaCha20,0125c,1032,5,5.02,1.60,9.57,4.04
ChaCha20,0126c,1032,5,5.03,1.59,9.37,3.95
ChaCha20,0127c,1033,5,5.03,1.55,9.80,4.13
ChaCha20,0128c,1033,5,5.03,1.55,9.60,4.05
ChaCha20,0129c,1033,5,5.02,1.59,9.77,4.11
ChaCha20,0130c,1034,5,5.03,1.61,9.24,3.90
ChaCha20,0131c,1030,5,5.03,1.56,9.57,4.05
ChaCha20,0132c,1033,5,5.04,1.57,9.78,4.13
ChaCha20,0133c,1030,5,5.03,1.59,9.51,4.04
ChaCha20,0134c,1032,5,5.03,1.58,9.78,4.12
ChaCha20,0135c,1032,5,5.04,1.57,9.75,4.12
ChaCha20,0136c,1032,5,5.03,1.58,9.59,4.06
ChaCha20,0137c,1033,5,5.04,1.60,9.48,4.02
ChaCha20,0138c,1033,5,5.03,1.57,9.78,4.12
ChaCha20,0139c,1030,5,5.03,1.56,9.61,4.07
ChaCha20,0140c,1032,5,5.03,1.60,9.88,4.16
ChaCha20,0141c,1033,5,5.03,1.61,9.46,4.00
ChaCha20,0142c,1032,5,5.02,1.55,9.53,4.04
ChaCha20,0143c,1031,5,5.02,1.56,9.80,4.14
ChaCha20,0144c,1031,5,5.02,1.59,9.39,3.98
ChaCha20,0145c,1033,5,5.03,1.59,9.39,3.98
ChaCha20,0146c,1033,5,5.03,1.55,9.80,4.15
ChaCha20,0147c,1031,5,5.03,1.56,9.53,4.05
ChaCha20,0148c,1031,5,5.03,1.58,9.36,4.01
ChaCha20,0149c,1032,5,5.03,1.60,9.40,3.98
ChaCha20,0150c,1032,5,5.03,1.56,9.53,4.01
ChaCha20,0151c,1033,5,5.03,1.55,9.78,4.12
ChaCha20,0152c,1031,5,5.03,1.58,9.40,4.00
ChaCha20,0153c,1033,5,5.03,1.57,9.74,4.13
ChaCha20,0154c,1032,5,5.03,1.55,9.93,4.18
ChaCha20,0155c,1032,5,5.02,1.58,9.43,4.02
ChaCha20,0156c,1033,5,5.03,1.59,9.56,4.06
ChaCha20,0157c,1032,5,5.04,1.58,9.66,4.08
ChaCha20,0158c,1031,5,5.04,1.56,9.86,4.17
ChaCha20,0159c,1033,5,5.03,1.60,9.48,4.04
ChaCha20,0160c,1033,5,5.03,1.60,9.39,3.99
ChaCha20,0161c,1031,5,5.03,1.60,9.59,4.05
ChaCha20,0162c,1033,5,5.02,1.55,9.49,4.03
ChaCha20,0163c,1032,5,5.03,1.57,9.62,4.07
ChaCha20,0164c,1032,5,5.03,1.58,9.40,3.97
ChaCha20,0165c,1032,5,5.03,1.57,9.71,4.08
ChaCha20,0166c,1032,5,5.03,1.58,9.54,4.01
ChaCha20,0167c,1032,5,5.03,1.57,9.30,3.94
ChaCha20,0168c,1034,5,5.03,1.57,10.00,4.18
ChaCha20,0169c,1032,5,5.03,1.57,9.45,3.96
ChaCha20,0170c,1032,5,5.03,1.58,9.46,4.01
ChaCha20,0171c,1034,5,5.03,1.57,9.54,4.03
ChaCha20,0172c,1032,5,5.03,1.57,9.60,4.05
ChaCha20,0173c,1032,5,5.03,1.58,9.64,4.06
ChaCha20,0174c,1032,5,5.03,1.57,9.68,4.08
ChaCha20,0175c,1031,5,5.02,1.57,9.23,3.92
ChaCha20,0176c,1033,5,5.03,1.56,9.76,4.10
ChaCha20,0177c,1033,5,5.03,1.59,9.47,3.99
ChaCha20,0178c,1033,5,5.03,1.59,9.32,3.93
ChaCha20,0179c,1033,5,5.03,1.57,9.59,4.02
ChaCha20,0180c,1032,5,5.03,1.55,9.64,4.05
ChaCha20,0181c,1032,5,5.03,1.57,9.81,4.12
ChaCha20,0182c,1031,5,5.03,1.60,9.22,3.91
ChaCha20,0183c,1032,5,5.02,1.57,9.53,4.00
ChaCha20,0184c,1033,5,5.02,1.55,9.75,4.09
ChaCha20,0185c,1031,5,5.03,1.57,9.47,4.00
ChaCha20,0186c,1032,5,5.03,1.59,9.39,4.00
ChaCha20,0187c,1030,5,5.03,1.56,9.69,4.07
ChaCha20,0188c,1033,5,5.02,1.54,9.51,4.02
ChaCha20,0189c,1031,5,5.03,1.57,9.44,3.99
ChaCha20,0190c,1032,5,5.03,1.57,9.16,3.91
ChaCha20,0191c,1032,5,5.03,1.57,9.92,4.15
ChaCha20,0192c,1032,5,5.03,1.55,9.79,4.12
ChaCha20,0193c,1032,5,5.02,1.57,9.51,4.03
ChaCha20,0194c,1032,5,5.03,1.59,9.55,4.05
ChaCha20,0195c,1032,5,5.03,1.59,9.65,4.07
ChaCha20,0196c,1032,5,5.03,1.55,9.61,4.07
ChaCha20,0197c,1031,5,5.04,1.59,9.69,4.12
ChaCha20,0198c,1032,5,5.02,1.59,9.36,3.98
ChaCha20,0199c,1031,5,5.04,1.58,9.75,4.11
ChaCha20,0200c,1033,5,5.03,1.56,9.75,4.12
CRYSTALS-Kyber,0201q,1033,5,9.04,2.77,9.56,3.99
CRYSTALS-Kyber,0201t,768,4,0,0,0,0
CRYSTALS-Kyber,0202q,1033,5,9.04,2.79,9.06,3.86
CRYSTALS-Kyber,0202t,768,4,0,0,0,0
CRYSTALS-Kyber,0203q,1033,5,9.04,2.81,9.17,3.89
CRYSTALS-Kyber,0203t,768,4,0,0,0,0
CRYSTALS-Kyber,0204q,1032,5,9.04,2.81,8.79,3.77
CRYSTALS-Kyber,0204t,768,4,0,0,0,0
CRYSTALS-Kyber,0205q,1033,5,9.04,2.80,9.19,3.92
CRYSTALS-Kyber,0205t,768,4,0,0,0,0
CRYSTALS-Kyber,0206q,1032,5,9.04,2.80,9.50,4.02
CRYSTALS-Kyber,0206t,768,4,0,0,0,0
CRYSTALS-Kyber,0207q,1032,5,9.04,2.82,9.25,3.95
CRYSTALS-Kyber,0207t,768,4,0,0,0,0
CRYSTALS-Kyber,0208q,1032,5,9.05,2.82,9.27,3.95
CRYSTALS-Kyber,0208t,768,4,0,0,0,0
CRYSTALS-Kyber,0209q,1034,5,9.05,2.82,8.97,3.86
CRYSTALS-Kyber,0209t,768,4,0,0,0,0
CRYSTALS-Kyber,0210q,1032,5,9.04,2.82,9.39,3.99
CRYSTALS-Kyber,0210t,768,4,0,0,0,0
CRYSTALS-Kyber,0211q,1032,5,9.06,2.84,8.93,3.79
CRYSTALS-Kyber,0211t,768,4,0,0,0,0
CRYSTALS-Kyber,0212q,1032,5,9.04,2.84,9.26,3.93
CRYSTALS-Kyber,0212t,768,4,0,0,0,0
CRYSTALS-Kyber,0213q,1031,5,9.04,2.81,9.49,3.98
CRYSTALS-Kyber,0213t,768,4,0,0,0,0
CRYSTALS-Kyber,0214q,1031,5,9.05,2.83,9.20,3.91
CRYSTALS-Kyber,0214t,768,4,0,0,0,0
CRYSTALS-Kyber,0215q,1031,5,9.05,2.82,9.37,3.98
CRYSTALS-Kyber,0215t,768,4,0,0,0,0
CRYSTALS-Kyber,0216q,1033,5,9.05,2.83,9.03,3.85
CRYSTALS-Kyber,0216t,768,4,0,0,0,0
CRYSTALS-Kyber,0217q,1031,5,9.05,2.83,9.30,3.94
CRYSTALS-Kyber,0217t,768,4,0,0,0,0
CRYSTALS-Kyber,0218q,1032,5,9.05,2.80,9.12,3.88
CRYSTALS-Kyber,0218t,768,4,0,0,0,0
CRYSTALS-Kyber,0219q,1030,5,9.06,2.81,9.33,3.95
CRYSTALS-Kyber,0219t,768,4,0,0,0,0
CRYSTALS-Kyber,0220q,1032,5,9.05,2.78,9.39,3.99
CRYSTALS-Kyber,0220t,768,4,0,0,0,0
CRYSTALS-Kyber,0221q,1033,5,9.04,2.81,9.05,3.87
CRYSTALS-Kyber,0221t,768,4,0,0,0,0
CRYSTALS-Kyber,0222q,1033,5,9.04,2.82,9.39,3.97
CRYSTALS-Kyber,0222t,768,4,0,0,0,0
CRYSTALS-Kyber,0223q,1033,5,9.04,2.81,8.96,3.83
CRYSTALS-Kyber,0223t,768,4,0,0,0,0
CRYSTALS-Kyber,0224q,1032,5,9.05,2.83,9.39,4.00
CRYSTALS-Kyber,0224t,768,4,0,0,0,0
CRYSTALS-Kyber,0225q,1032,5,9.06,2.82,9.55,4.04
CRYSTALS-Kyber,0225t,768,4,0,0,0,0
CRYSTALS-Kyber,0226q,1032,5,9.05,2.85,9.17,3.90
CRYSTALS-Kyber,0226t,768,4,0,0,0,0
CRYSTALS-Kyber,0227q,1033,5,9.05,2.81,9.43,3.98
CRYSTALS-Kyber,0227t,768,4,0,0,0,0
CRYSTALS-Kyber,0228q,1033,5,9.05,2.81,9.23,3.92
CRYSTALS-Kyber,0228t,768,4,0,0,0,0
CRYSTALS-Kyber,0229q,1032,5,9.05,2.80,9.39,3.98
CRYSTALS-Kyber,0229t,768,4,0,0,0,0
CRYSTALS-Kyber,0230q,1031,5,9.05,2.80,9.36,3.98
CRYSTALS-Kyber,0230t,768,4,0,0,0,0
CRYSTALS-Kyber,0231q,1032,5,9.05,2.82,9.15,3.90
CRYSTALS-Kyber,0231t,768,4,0,0,0,0
CRYSTALS-Kyber,0232q,1031,5,9.05,2.82,9.30,3.94
CRYSTALS-Kyber,0232t,768,4,0,0,0,0
CRYSTALS-Kyber,0233q,1031,5,9.04,2.81,9.07,3.85
CRYSTALS-Kyber,0233t,768,4,0,0,0,0
CRYSTALS-Kyber,0234q,1032,5,9.05,2.83,9.40,3.98
CRYSTALS-Kyber,0234t,768,4,0,0,0,0
CRYSTALS-Kyber,0235q,1031,5,9.05,2.82,9.21,3.88
CRYSTALS-Kyber,0235t,768,4,0,0,0,0
CRYSTALS-Kyber,0236q,1032,5,9.05,2.83,9.12,3.85
CRYSTALS-Kyber,0236t,768,4,0,0,0,0
CRYSTALS-Kyber,0237q,1033,5,9.04,2.80,9.27,3.90
CRYSTALS-Kyber,0237t,768,4,0,0,0,0
CRYSTALS-Kyber,0238q,1032,5,9.05,2.83,9.09,3.87
CRYSTALS-Kyber,0238t,768,4,0,0,0,0
CRYSTALS-Kyber,0239q,1034,5,9.05,2.83,9.38,3.97
CRYSTALS-Kyber,0239t,768,4,0,0,0,0
CRYSTALS-Kyber,0240q,1032,5,9.04,2.84,8.82,3.78
CRYSTALS-Kyber,0240t,768,4,0,0,0,0
CRYSTALS-Kyber,0241q,1032,5,9.04,2.83,9.16,3.89
CRYSTALS-Kyber,0241t,768,4,0,0,0,0
CRYSTALS-Kyber,0242q,1032,5,9.04,2.80,9.33,3.96
CRYSTALS-Kyber,0242t,768,4,0,0,0,0
CRYSTALS-Kyber,0243q,1033,5,9.04,2.81,9.55,4.04
CRYSTALS-Kyber,0243t,768,4,0,0,0,0
CRYSTALS-Kyber,0244q,1031,5,9.04,2.82,9.39,3.99
CRYSTALS-Kyber,0244t,768,4,0,0,0,0
CRYSTALS-Kyber,0245q,1032,5,9.05,2.83,8.92,3.82
CRYSTALS-Kyber,0245t,768,4,0,0,0,0
CRYSTALS-Kyber,0246q,1033,5,9.05,2.81,9.24,3.95
CRYSTALS-Kyber,0246t,768,4,0,0,0,0
CRYSTALS-Kyber,0247q,1033,5,9.05,2.81,9.23,3.95
CRYSTALS-Kyber,0247t,768,4,0,0,0,0
CRYSTALS-Kyber,0248q,1033,5,9.05,2.84,9.23,3.93
CRYSTALS-Kyber,0248t,768,4,0,0,0,0
CRYSTALS-Kyber,0249q,1031,5,9.05,2.82,9.37,3.97
CRYSTALS-Kyber,0249t,768,4,0,0,0,0
CRYSTALS-Kyber,0250q,1033,5,9.04,2.82,8.94,3.83
CRYSTALS-Kyber,0250t,768,4,0,0,0,0
CRYSTALS-Kyber,0251q,1032,5,9.05,2.82,9.44,4.00
CRYSTALS-Kyber,0251t,768,4,0,0,0,0
CRYSTALS-Kyber,0252q,1032,5,9.05,2.84,8.97,3.83
CRYSTALS-Kyber,0252t,768,4,0,0,0,0
CRYSTALS-Kyber,0253q,1034,5,9.04,2.85,9.30,3.95
CRYSTALS-Kyber,0253t,768,4,0,0,0,0
CRYSTALS-Kyber,0254q,1032,5,9.05,2.82,9.37,3.96
CRYSTALS-Kyber,0254t,768,4,0,0,0,0
CRYSTALS-Kyber,0255q,1032,5,9.05,2.83,9.11,3.88
CRYSTALS-Kyber,0255t,768,4,0,0,0,0
CRYSTALS-Kyber,0256q,1032,5,9.04,2.81,9.49,4.03
CRYSTALS-Kyber,0256t,768,4,0,0,0,0
CRYSTALS-Kyber,0257q,1032,5,9.05,2.80,9.17,3.91
CRYSTALS-Kyber,0257t,768,4,0,0,0,0
CRYSTALS-Kyber,0258q,1031,5,9.06,2.83,9.19,3.91
CRYSTALS-Kyber,0258t,768,4,0,0,0,0
CRYSTALS-Kyber,0259q,1031,5,9.05,2.82,9.06,3.87
CRYSTALS-Kyber,0259t,768,4,0,0,0,0
CRYSTALS-Kyber,0260q,1032,5,9.05,2.81,9.29,3.95
CRYSTALS-Kyber,0260t,768,4,0,0,0,0
CRYSTALS-Kyber,0261q,1032,5,9.05,2.79,9.46,4.02
CRYSTALS-Kyber,0261t,768,4,0,0,0,0
CRYSTALS-Kyber,0262q,1032,5,9.05,2.82,8.93,3.84
CRYSTALS-Kyber,0262t,768,4,0,0,0,0
CRYSTALS-Kyber,0263q,1032,5,9.05,2.83,9.34,3.96
CRYSTALS-Kyber,0263t,768,4,0,0,0,0
CRYSTALS-Kyber,0264q,1033,5,9.04,2.81,8.94,3.81
CRYSTALS-Kyber,0264t,768,4,0,0,0,0
CRYSTALS-Kyber,0265q,1030,5,9.04,2.82,9.45,3.99
CRYSTALS-Kyber,0265t,768,4,0,0,0,0
CRYSTALS-Kyber,0266q,1032,5,9.04,2.81,9.53,4.02
CRYSTALS-Kyber,0266t,768,4,0,0,0,0
CRYSTALS-Kyber,0267q,1033,5,9.05,2.84,9.19,3.89
CRYSTALS-Kyber,0267t,768,4,0,0,0,0
CRYSTALS-Kyber,0268q,1032,5,9.04,2.83,9.31,3.94
CRYSTALS-Kyber,0268t,768,4,0,0,0,0
CRYSTALS-Kyber,0269q,1032,5,9.05,2.82,8.86,3.78
CRYSTALS-Kyber,0269t,768,4,0,0,0,0
CRYSTALS-Kyber,0270q,1030,5,9.05,2.82,9.28,3.94
CRYSTALS-Kyber,0270t,768,4,0,0,0,0
CRYSTALS-Kyber,0271q,1031,5,9.05,2.84,9.09,3.85
CRYSTALS-Kyber,0271t,768,4,0,0,0,0
CRYSTALS-Kyber,0272q,1031,5,9.06,2.83,9.36,3.96
CRYSTALS-Kyber,0272t,768,4,0,0,0,0
CRYSTALS-Kyber,0273q,1033,5,9.04,2.79,9.35,3.97
CRYSTALS-Kyber,0273t,768,4,0,0,0,0
CRYSTALS-Kyber,0274q,1033,5,9.06,2.81,9.11,3.90
CRYSTALS-Kyber,0274t,768,4,0,0,0,0
CRYSTALS-Kyber,0275q,1031,5,9.04,2.81,9.30,3.95
CRYSTALS-Kyber,0275t,768,4,0,0,0,0
CRYSTALS-Kyber,0276q,1032,5,9.05,2.83,8.86,3.81
CRYSTALS-Kyber,0276t,768,4,0,0,0,0
CRYSTALS-Kyber,0277q,1033,5,9.04,2.80,9.28,3.93
CRYSTALS-Kyber,0277t,768,4,0,0,0,0
CRYSTALS-Kyber,0278q,1032,5,9.05,2.80,9.55,4.03
CRYSTALS-Kyber,0278t,768,4,0,0,0,0
CRYSTALS-Kyber,0279q,1032,5,9.04,2.83,9.36,3.96
CRYSTALS-Kyber,0279t,768,4,0,0,0,0
CRYSTALS-Kyber,0280q,1031,5,9.06,2.84,9.40,3.96
CRYSTALS-Kyber,0280t,768,4,0,0,0,0
CRYSTALS-Kyber,0281q,1031,5,9.05,2.85,9.06,3.84
CRYSTALS-Kyber,0281t,768,4,0,0,0,0
CRYSTALS-Kyber,0282q,1032,5,9.05,2.85,9.15,3.88
CRYSTALS-Kyber,0282t,768,4,0,0,0,0
CRYSTALS-Kyber,0283q,1031,5,9.04,2.78,9.45,3.98
CRYSTALS-Kyber,0283t,768,4,0,0,0,0
CRYSTALS-Kyber,0284q,1033,5,9.05,2.80,9.28,3.94
CRYSTALS-Kyber,0284t,768,4,0,0,0,0
CRYSTALS-Kyber,0285q,1033,5,9.05,2.80,9.52,4.02
CRYSTALS-Kyber,0285t,768,4,0,0,0,0
CRYSTALS-Kyber,0286q,1031,5,9.04,2.81,8.93,3.80
CRYSTALS-Kyber,0286t,768,4,0,0,0,0
CRYSTALS-Kyber,0287q,1031,5,9.05,2.82,9.34,3.95
CRYSTALS-Kyber,0287t,768,4,0,0,0,0
CRYSTALS-Kyber,0288q,1033,5,9.05,2.80,9.19,3.89
CRYSTALS-Kyber,0288t,768,4,0,0,0,0
CRYSTALS-Kyber,0289q,1032,5,9.04,2.82,9.43,3.98
CRYSTALS-Kyber,0289t,768,4,0,0,0,0
CRYSTALS-Kyber,0290q,1032,5,9.05,2.83,9.26,3.91
CRYSTALS-Kyber,0290t,768,4,0,0,0,0
CRYSTALS-Kyber,0291q,1031,5,9.05,2.84,9.01,3.84
CRYSTALS-Kyber,0291t,768,4,0,0,0,0
CRYSTALS-Kyber,0292q,1032,5,9.04,2.83,9.31,3.95
CRYSTALS-Kyber,0292t,768,4,0,0,0,0
CRYSTALS-Kyber,0293q,1032,5,9.04,2.83,9.12,3.88
CRYSTALS-Kyber,0293t,768,4,0,0,0,0
CRYSTALS-Kyber,0294q,1032,5,9.05,2.84,9.25,3.92
CRYSTALS-Kyber,0294t,768,4,0,0,0,0
CRYSTALS-Kyber,0295q,1031,5,9.05,2.81,9.30,3.94
CRYSTALS-Kyber,0295t,768,4,0,0,0,0
CRYSTALS-Kyber,0296q,1032,5,9.04,2.81,9.01,3.85
CRYSTALS-Kyber,0296t,768,4,0,0,0,0
CRYSTALS-Kyber,0297q,1031,5,9.04,2.81,9.26,3.94
CRYSTALS-Kyber,0297t,768,4,0,0,0,0
CRYSTALS-Kyber,0298q,1032,5,9.04,2.81,9.07,3.86
CRYSTALS-Kyber,0298t,768,4,0,0,0,0
CRYSTALS-Kyber,0299q,1032,5,9.05,2.81,9.48,4.02
CRYSTALS-Kyber,0299t,768,4,0,0,0,0
CRYSTALS-Kyber,0300q,1032,5,9.04,2.81,9.43,3.97
CRYSTALS-Kyber,0300t,768,4,0,0,0,0
